,en_Manchester Arena bombing,ar_Manchester Arena bombing,en_Israel–Hamas war,ar_Israel–Hamas war,he_Israel–Hamas war,en_Charlie Hebdo shooting,ar_Charlie Hebdo shooting,fr_Charlie Hebdo shooting,date
2635,,,,,,1870,53,758,2015-07-01
2636,,,,,,1695,53,1071,2015-07-02
2637,,,,,,1680,56,780,2015-07-03
2638,,,,,,1336,52,638,2015-07-04
2639,,,,,,1527,56,691,2015-07-05
2640,,,,,,1674,60,652,2015-07-06
2641,,,,,,1846,57,1013,2015-07-07
2642,,,,,,1647,58,692,2015-07-08
2643,,,,,,1694,45,714,2015-07-09
2644,,,,,,1428,45,635,2015-07-10
2645,,,,,,1342,52,523,2015-07-11
2646,,,,,,1476,84,649,2015-07-12
2647,,,,,,2003,39,677,2015-07-13
2648,,,,,,1637,54,839,2015-07-14
2649,,,,,,2180,48,634,2015-07-15
2650,,,,,,1839,35,946,2015-07-16
2651,,,,,,1729,46,697,2015-07-17
2652,,,,,,1883,57,675,2015-07-18
2653,,,,,,2044,60,646,2015-07-19
2654,,,,,,2076,78,673,2015-07-20
2655,,,,,,1713,71,632,2015-07-21
2656,,,,,,1695,84,711,2015-07-22
2657,,,,,,1755,57,641,2015-07-23
2658,,,,,,1638,47,587,2015-07-24
2659,,,,,,1438,35,2096,2015-07-25
2660,,,,,,1667,36,714,2015-07-26
2661,,,,,,1619,30,569,2015-07-27
2662,,,,,,1601,31,599,2015-07-28
2663,,,,,,1535,27,595,2015-07-29
2664,,,,,,1416,36,470,2015-07-30
2665,,,,,,1244,45,446,2015-07-31
2666,,,,,,1048,43,568,2015-08-01
2667,,,,,,1201,45,559,2015-08-02
2668,,,,,,1246,31,497,2015-08-03
2669,,,,,,1319,37,633,2015-08-04
2670,,,,,,1334,35,555,2015-08-05
2671,,,,,,1353,56,570,2015-08-06
2672,,,,,,1292,34,1685,2015-08-07
2673,,,,,,1083,46,714,2015-08-08
2674,,,,,,1509,42,644,2015-08-09
2675,,,,,,1483,32,586,2015-08-10
2676,,,,,,1564,41,602,2015-08-11
2677,,,,,,1426,25,592,2015-08-12
2678,,,,,,1545,40,647,2015-08-13
2679,,,,,,1430,51,712,2015-08-14
2680,,,,,,1216,74,813,2015-08-15
2681,,,,,,1469,47,597,2015-08-16
2682,,,,,,1469,48,615,2015-08-17
2683,,,,,,1579,37,706,2015-08-18
2684,,,,,,2465,64,786,2015-08-19
2685,,,,,,1604,29,598,2015-08-20
2686,,,,,,1943,29,922,2015-08-21
2687,,,,,,2684,53,888,2015-08-22
2688,,,,,,2357,53,875,2015-08-23
2689,,,,,,2253,57,980,2015-08-24
2690,,,,,,1916,47,833,2015-08-25
2691,,,,,,2118,39,807,2015-08-26
2692,,,,,,1854,52,735,2015-08-27
2693,,,,,,1694,27,582,2015-08-28
2694,,,,,,1399,46,742,2015-08-29
2695,,,,,,1630,36,700,2015-08-30
2696,,,,,,1642,43,698,2015-08-31
2697,,,,,,1591,40,733,2015-09-01
2698,,,,,,1740,27,846,2015-09-02
2699,,,,,,1581,54,761,2015-09-03
2700,,,,,,1339,45,769,2015-09-04
2701,,,,,,1391,44,876,2015-09-05
2702,,,,,,1671,29,910,2015-09-06
2703,,,,,,1746,32,805,2015-09-07
2704,,,,,,1807,25,905,2015-09-08
2705,,,,,,1915,30,1104,2015-09-09
2706,,,,,,1997,31,1071,2015-09-10
2707,,,,,,2500,46,1413,2015-09-11
2708,,,,,,1952,50,1113,2015-09-12
2709,,,,,,2142,41,1226,2015-09-13
2710,,,,,,2959,77,1178,2015-09-14
2711,,,,,,3174,143,1265,2015-09-15
2712,,,,,,2465,91,1143,2015-09-16
2713,,,,,,2116,75,972,2015-09-17
2714,,,,,,1838,78,964,2015-09-18
2715,,,,,,1600,52,860,2015-09-19
2716,,,,,,2048,45,1041,2015-09-20
2717,,,,,,2069,44,1069,2015-09-21
2718,,,,,,2163,39,953,2015-09-22
2719,,,,,,2015,31,1115,2015-09-23
2720,,,,,,2713,25,1071,2015-09-24
2721,,,,,,1933,30,897,2015-09-25
2722,,,,,,1626,34,1439,2015-09-26
2723,,,,,,1857,57,1361,2015-09-27
2724,,,,,,1831,56,1821,2015-09-28
2725,,,,,,1780,27,1163,2015-09-29
2726,,,,,,2567,62,1188,2015-09-30
2727,,,,,,2012,40,1129,2015-10-01
2728,,,,,,1926,52,937,2015-10-02
2729,,,,,,1536,43,856,2015-10-03
2730,,,,,,1968,26,1070,2015-10-04
2731,,,,,,2140,28,1043,2015-10-05
2732,,,,,,2028,34,1022,2015-10-06
2733,,,,,,1897,46,1627,2015-10-07
2734,,,,,,1856,44,1061,2015-10-08
2735,,,,,,1617,36,866,2015-10-09
2736,,,,,,1273,56,906,2015-10-10
2737,,,,,,1539,59,994,2015-10-11
2738,,,,,,1799,87,1097,2015-10-12
2739,,,,,,2658,68,1367,2015-10-13
2740,,,,,,1718,57,1409,2015-10-14
2741,,,,,,1809,55,1109,2015-10-15
2742,,,,,,1494,50,869,2015-10-16
2743,,,,,,1210,46,691,2015-10-17
2744,,,,,,1521,47,1128,2015-10-18
2745,,,,,,1910,48,991,2015-10-19
2746,,,,,,1764,38,812,2015-10-20
2747,,,,,,1494,31,806,2015-10-21
2748,,,,,,1691,41,921,2015-10-22
2749,,,,,,1694,45,921,2015-10-23
2750,,,,,,1345,51,878,2015-10-24
2751,,,,,,1833,38,783,2015-10-25
2752,,,,,,1919,24,942,2015-10-26
2753,,,,,,1856,45,951,2015-10-27
2754,,,,,,1763,28,969,2015-10-28
2755,,,,,,1824,29,1077,2015-10-29
2756,,,,,,1529,44,883,2015-10-30
2757,,,,,,1191,31,795,2015-10-31
2758,,,,,,1656,40,978,2015-11-01
2759,,,,,,1791,34,1077,2015-11-02
2760,,,,,,1563,40,1062,2015-11-03
2761,,,,,,1767,46,1041,2015-11-04
2762,,,,,,1791,30,1062,2015-11-05
2763,,,,,,2603,52,937,2015-11-06
2764,,,,,,1871,88,1076,2015-11-07
2765,,,,,,2001,55,1534,2015-11-08
2766,,,,,,2155,33,1250,2015-11-09
2767,,,,,,1909,44,1085,2015-11-10
2768,,,,,,1758,42,1500,2015-11-11
2769,,,,,,1971,34,1307,2015-11-12
2770,,,,,,43549,435,23392,2015-11-13
2771,,,,,,293512,2698,79664,2015-11-14
2772,,,,,,86426,1200,28752,2015-11-15
2773,,,,,,90742,768,20244,2015-11-16
2774,,,,,,75429,480,9302,2015-11-17
2775,,,,,,47997,399,6848,2015-11-18
2776,,,,,,27701,313,4825,2015-11-19
2777,,,,,,17056,276,4420,2015-11-20
2778,,,,,,10667,220,3455,2015-11-21
2779,,,,,,9760,166,3419,2015-11-22
2780,,,,,,10555,138,2757,2015-11-23
2781,,,,,,8779,164,2465,2015-11-24
2782,,,,,,6751,82,2339,2015-11-25
2783,,,,,,5575,99,2140,2015-11-26
2784,,,,,,4617,89,2147,2015-11-27
2785,,,,,,3785,103,1950,2015-11-28
2786,,,,,,3159,104,2103,2015-11-29
2787,,,,,,3588,67,1880,2015-11-30
2788,,,,,,3662,66,1910,2015-12-01
2789,,,,,,3880,81,1583,2015-12-02
2790,,,,,,4408,68,1374,2015-12-03
2791,,,,,,3385,68,1327,2015-12-04
2792,,,,,,2445,1929,1293,2015-12-05
2793,,,,,,2604,68,1222,2015-12-06
2794,,,,,,3207,70,1340,2015-12-07
2795,,,,,,2989,53,1346,2015-12-08
2796,,,,,,3277,81,1369,2015-12-09
2797,,,,,,2940,63,1275,2015-12-10
2798,,,,,,2441,64,1143,2015-12-11
2799,,,,,,1897,65,1000,2015-12-12
2800,,,,,,1989,61,1389,2015-12-13
2801,,,,,,2445,50,1343,2015-12-14
2802,,,,,,2563,46,1282,2015-12-15
2803,,,,,,2462,38,1400,2015-12-16
2804,,,,,,2211,45,1209,2015-12-17
2805,,,,,,1879,49,985,2015-12-18
2806,,,,,,1530,51,857,2015-12-19
2807,,,,,,1592,43,986,2015-12-20
2808,,,,,,1874,45,1126,2015-12-21
2809,,,,,,1623,48,1088,2015-12-22
2810,,,,,,1638,53,917,2015-12-23
2811,,,,,,1468,54,877,2015-12-24
2812,,,,,,1526,63,882,2015-12-25
2813,,,,,,1613,49,1121,2015-12-26
2814,,,,,,1710,42,1451,2015-12-27
2815,,,,,,1854,63,1529,2015-12-28
2816,,,,,,2058,64,1944,2015-12-29
2817,,,,,,2162,66,2194,2015-12-30
2818,,,,,,2696,117,2745,2015-12-31
2819,,,,,,2853,57,4095,2016-01-01
2820,,,,,,2041,56,5348,2016-01-02
2821,,,,,,3000,51,17617,2016-01-03
2822,,,,,,4834,108,16042,2016-01-04
2823,,,,,,6579,118,28736,2016-01-05
2824,,,,,,9688,102,20538,2016-01-06
2825,,,,,,20731,284,21459,2016-01-07
2826,,,,,,9722,86,6317,2016-01-08
2827,,,,,,4450,82,4695,2016-01-09
2828,,,,,,6345,134,5435,2016-01-10
2829,,,,,,4039,77,4140,2016-01-11
2830,,,,,,3021,84,2168,2016-01-12
2831,,,,,,3152,83,1889,2016-01-13
2832,,,,,,3538,137,2028,2016-01-14
2833,,,,,,2793,123,1370,2016-01-15
2834,,,,,,2184,197,1345,2016-01-16
2835,,,,,,2085,122,1473,2016-01-17
2836,,,,,,2093,88,1331,2016-01-18
2837,,,,,,2180,62,1431,2016-01-19
2838,,,,,,2074,44,1354,2016-01-20
2839,,,,,,2055,40,1407,2016-01-21
2840,,,,,,1606,36,1024,2016-01-22
2841,,,,,,1681,41,887,2016-01-23
2842,,,,,,1601,45,1084,2016-01-24
2843,,,,,,1945,72,1167,2016-01-25
2844,,,,,,1813,72,1055,2016-01-26
2845,,,,,,1832,37,1102,2016-01-27
2846,,,,,,1748,36,1147,2016-01-28
2847,,,,,,1406,37,875,2016-01-29
2848,,,,,,1306,32,693,2016-01-30
2849,,,,,,1447,51,892,2016-01-31
2850,,,,,,1726,58,1054,2016-02-01
2851,,,,,,1689,41,873,2016-02-02
2852,,,,,,1484,28,841,2016-02-03
2853,,,,,,1452,38,816,2016-02-04
2854,,,,,,1400,38,643,2016-02-05
2855,,,,,,1224,33,560,2016-02-06
2856,,,,,,1306,33,706,2016-02-07
2857,,,,,,1362,26,731,2016-02-08
2858,,,,,,1592,31,819,2016-02-09
2859,,,,,,1450,35,746,2016-02-10
2860,,,,,,1361,35,737,2016-02-11
2861,,,,,,1294,28,574,2016-02-12
2862,,,,,,1037,37,622,2016-02-13
2863,,,,,,1140,40,854,2016-02-14
2864,,,,,,1289,40,701,2016-02-15
2865,,,,,,1379,33,784,2016-02-16
2866,,,,,,1566,42,798,2016-02-17
2867,,,,,,1357,43,730,2016-02-18
2868,,,,,,1224,27,889,2016-02-19
2869,,,,,,1132,41,666,2016-02-20
2870,,,,,,1179,42,700,2016-02-21
2871,,,,,,1932,28,691,2016-02-22
2872,,,,,,1647,46,701,2016-02-23
2873,,,,,,1426,37,685,2016-02-24
2874,,,,,,1498,16,689,2016-02-25
2875,,,,,,1350,25,598,2016-02-26
2876,,,,,,1155,31,564,2016-02-27
2877,,,,,,1294,33,738,2016-02-28
2878,,,,,,1583,32,742,2016-02-29
2879,,,,,,1402,25,734,2016-03-01
2880,,,,,,1474,25,730,2016-03-02
2881,,,,,,1488,56,1246,2016-03-03
2882,,,,,,1318,16,665,2016-03-04
2883,,,,,,1147,25,551,2016-03-05
2884,,,,,,1177,25,691,2016-03-06
2885,,,,,,1491,29,754,2016-03-07
2886,,,,,,1564,29,671,2016-03-08
2887,,,,,,1492,38,786,2016-03-09
2888,,,,,,1510,32,877,2016-03-10
2889,,,,,,1212,24,550,2016-03-11
2890,,,,,,1042,34,518,2016-03-12
2891,,,,,,1254,41,705,2016-03-13
2892,,,,,,1604,40,673,2016-03-14
2893,,,,,,1590,27,814,2016-03-15
2894,,,,,,1575,35,768,2016-03-16
2895,,,,,,1330,19,794,2016-03-17
2896,,,,,,1607,37,957,2016-03-18
2897,,,,,,1532,62,766,2016-03-19
2898,,,,,,1454,54,883,2016-03-20
2899,,,,,,1623,46,853,2016-03-21
2900,,,,,,6620,142,3261,2016-03-22
2901,,,,,,5767,98,2286,2016-03-23
2902,,,,,,3586,89,1449,2016-03-24
2903,,,,,,2425,61,1127,2016-03-25
2904,,,,,,1921,65,893,2016-03-26
2905,,,,,,1810,40,862,2016-03-27
2906,,,,,,2056,47,934,2016-03-28
2907,,,,,,1906,39,1196,2016-03-29
2908,,,,,,1728,38,1265,2016-03-30
2909,,,,,,1543,32,1106,2016-03-31
2910,,,,,,1381,56,850,2016-04-01
2911,,,,,,1268,36,605,2016-04-02
2912,,,,,,1333,28,686,2016-04-03
2913,,,,,,1675,51,726,2016-04-04
2914,,,,,,1702,35,734,2016-04-05
2915,,,,,,1449,29,718,2016-04-06
2916,,,,,,1389,35,651,2016-04-07
2917,,,,,,1211,42,599,2016-04-08
2918,,,,,,1079,33,592,2016-04-09
2919,,,,,,1277,39,648,2016-04-10
2920,,,,,,1429,26,719,2016-04-11
2921,,,,,,1430,42,695,2016-04-12
2922,,,,,,1586,37,734,2016-04-13
2923,,,,,,1327,32,660,2016-04-14
2924,,,,,,1134,25,523,2016-04-15
2925,,,,,,980,28,489,2016-04-16
2926,,,,,,1105,28,569,2016-04-17
2927,,,,,,1423,36,637,2016-04-18
2928,,,,,,1382,27,598,2016-04-19
2929,,,,,,1390,30,648,2016-04-20
2930,,,,,,1439,36,681,2016-04-21
2931,,,,,,1104,55,559,2016-04-22
2932,,,,,,857,30,477,2016-04-23
2933,,,,,,960,31,659,2016-04-24
2934,,,,,,1306,23,675,2016-04-25
2935,,,,,,1316,32,691,2016-04-26
2936,,,,,,1330,32,711,2016-04-27
2937,,,,,,1306,39,754,2016-04-28
2938,,,,,,1074,54,586,2016-04-29
2939,,,,,,824,113,569,2016-04-30
2940,,,,,,1053,77,713,2016-05-01
2941,,,,,,1328,45,671,2016-05-02
2942,,,,,,1436,42,635,2016-05-03
2943,,,,,,1195,36,518,2016-05-04
2944,,,,,,1203,37,650,2016-05-05
2945,,,,,,1007,29,628,2016-05-06
2946,,,,,,861,32,497,2016-05-07
2947,,,,,,1000,34,640,2016-05-08
2948,,,,,,1203,36,714,2016-05-09
2949,,,,,,1321,25,749,2016-05-10
2950,,,,,,1173,30,712,2016-05-11
2951,,,,,,1102,21,667,2016-05-12
2952,,,,,,1094,37,635,2016-05-13
2953,,,,,,769,24,464,2016-05-14
2954,,,,,,1058,40,508,2016-05-15
2955,,,,,,1190,25,628,2016-05-16
2956,,,,,,1234,16,605,2016-05-17
2957,,,,,,1246,24,643,2016-05-18
2958,,,,,,1581,29,711,2016-05-19
2959,,,,,,1287,32,536,2016-05-20
2960,,,,,,993,31,537,2016-05-21
2961,,,,,,1633,28,659,2016-05-22
2962,,,,,,1156,19,666,2016-05-23
2963,,,,,,1237,26,676,2016-05-24
2964,,,,,,1044,27,637,2016-05-25
2965,,,,,,1075,16,629,2016-05-26
2966,,,,,,894,28,420,2016-05-27
2967,,,,,,785,23,365,2016-05-28
2968,,,,,,882,49,558,2016-05-29
2969,,,,,,1473,37,696,2016-05-30
2970,,,,,,1256,27,578,2016-05-31
2971,,,,,,1092,17,596,2016-06-01
2972,,,,,,1073,25,560,2016-06-02
2973,,,,,,1049,19,609,2016-06-03
2974,,,,,,758,8,591,2016-06-04
2975,,,,,,922,27,543,2016-06-05
2976,,,,,,1113,12,540,2016-06-06
2977,,,,,,1054,13,484,2016-06-07
2978,,,,,,1221,18,529,2016-06-08
2979,,,,,,1143,22,559,2016-06-09
2980,,,,,,1146,28,492,2016-06-10
2981,,,,,,838,40,418,2016-06-11
2982,,,,,,3153,64,623,2016-06-12
2983,,,,,,3885,49,755,2016-06-13
2984,,,,,,3221,49,903,2016-06-14
2985,,,,,,2524,35,788,2016-06-15
2986,,,,,,1838,31,585,2016-06-16
2987,,,,,,1477,40,520,2016-06-17
2988,,,,,,1099,18,669,2016-06-18
2989,,,,,,1685,19,593,2016-06-19
2990,,,,,,1333,17,535,2016-06-20
2991,,,,,,1376,27,485,2016-06-21
2992,,,,,,1362,22,440,2016-06-22
2993,,,,,,1240,26,674,2016-06-23
2994,,,,,,1147,21,594,2016-06-24
2995,,,,,,1034,26,363,2016-06-25
2996,,,,,,1081,30,332,2016-06-26
2997,,,,,,1018,25,383,2016-06-27
2998,,,,,,1285,24,400,2016-06-28
2999,,,,,,1499,29,675,2016-06-29
3000,,,,,,1366,39,396,2016-06-30
3001,,,,,,1203,19,363,2016-07-01
3002,,,,,,991,23,295,2016-07-02
3003,,,,,,1143,31,302,2016-07-03
3004,,,,,,1260,43,419,2016-07-04
3005,,,,,,1321,56,423,2016-07-05
3006,,,,,,1074,29,384,2016-07-06
3007,,,,,,1025,23,320,2016-07-07
3008,,,,,,1210,31,317,2016-07-08
3009,,,,,,866,30,307,2016-07-09
3010,,,,,,1075,39,276,2016-07-10
3011,,,,,,1018,34,313,2016-07-11
3012,,,,,,933,25,361,2016-07-12
3013,,,,,,932,30,378,2016-07-13
3014,,,,,,2224,40,1272,2016-07-14
3015,,,,,,14125,320,6891,2016-07-15
3016,,,,,,4196,81,1992,2016-07-16
3017,,,,,,2562,60,1547,2016-07-17
3018,,,,,,2476,75,1678,2016-07-18
3019,,,,,,1902,40,1106,2016-07-19
3020,,,,,,1634,46,959,2016-07-20
3021,,,,,,1329,45,769,2016-07-21
3022,,,,,,1937,39,984,2016-07-22
3023,,,,,,1482,55,705,2016-07-23
3024,,,,,,1230,44,607,2016-07-24
3025,,,,,,1493,31,635,2016-07-25
3026,,,,,,2471,56,1247,2016-07-26
3027,,,,,,1997,63,2967,2016-07-27
3028,,,,,,1478,44,2262,2016-07-28
3029,,,,,,1092,40,2364,2016-07-29
3030,,,,,,1011,21,1895,2016-07-30
3031,,,,,,1085,31,1946,2016-07-31
3032,,,,,,1173,26,2227,2016-08-01
3033,,,,,,1062,25,2505,2016-08-02
3034,,,,,,992,31,1890,2016-08-03
3035,,,,,,1176,38,442,2016-08-04
3036,,,,,,938,38,487,2016-08-05
3037,,,,,,789,35,402,2016-08-06
3038,,,,,,1029,37,599,2016-08-07
3039,,,,,,1093,20,482,2016-08-08
3040,,,,,,928,17,455,2016-08-09
3041,,,,,,1019,35,482,2016-08-10
3042,,,,,,847,30,479,2016-08-11
3043,,,,,,802,51,610,2016-08-12
3044,,,,,,880,124,416,2016-08-13
3045,,,,,,1008,78,442,2016-08-14
3046,,,,,,1440,38,431,2016-08-15
3047,,,,,,1046,41,437,2016-08-16
3048,,,,,,879,31,362,2016-08-17
3049,,,,,,929,37,398,2016-08-18
3050,,,,,,806,32,353,2016-08-19
3051,,,,,,747,32,309,2016-08-20
3052,,,,,,788,18,308,2016-08-21
3053,,,,,,910,46,390,2016-08-22
3054,,,,,,999,34,384,2016-08-23
3055,,,,,,1094,44,421,2016-08-24
3056,,,,,,1196,29,355,2016-08-25
3057,,,,,,955,22,381,2016-08-26
3058,,,,,,913,27,412,2016-08-27
3059,,,,,,997,24,390,2016-08-28
3060,,,,,,1227,26,372,2016-08-29
3061,,,,,,1028,29,401,2016-08-30
3062,,,,,,965,16,424,2016-08-31
3063,,,,,,944,23,322,2016-09-01
3064,,,,,,1747,36,5076,2016-09-02
3065,,,,,,1772,87,17101,2016-09-03
3066,,,,,,1324,63,668,2016-09-04
3067,,,,,,1127,39,544,2016-09-05
3068,,,,,,1066,24,624,2016-09-06
3069,,,,,,1072,21,554,2016-09-07
3070,,,,,,948,16,602,2016-09-08
3071,,,,,,978,28,683,2016-09-09
3072,,,,,,875,24,553,2016-09-10
3073,,,,,,1432,16,788,2016-09-11
3074,,,,,,1525,18,594,2016-09-12
3075,,,,,,1275,32,620,2016-09-13
3076,,,,,,1074,22,630,2016-09-14
3077,,,,,,1043,20,574,2016-09-15
3078,,,,,,903,34,494,2016-09-16
3079,,,,,,851,15,446,2016-09-17
3080,,,,,,1120,26,647,2016-09-18
3081,,,,,,1368,34,672,2016-09-19
3082,,,,,,2931,21,552,2016-09-20
3083,,,,,,2258,20,556,2016-09-21
3084,,,,,,2478,7,577,2016-09-22
3085,,,,,,1758,21,528,2016-09-23
3086,,,,,,2078,34,583,2016-09-24
3087,,,,,,2096,65,574,2016-09-25
3088,,,,,,1566,55,599,2016-09-26
3089,,,,,,1381,55,557,2016-09-27
3090,,,,,,2169,31,644,2016-09-28
3091,,,,,,1283,31,771,2016-09-29
3092,,,,,,1577,33,633,2016-09-30
3093,,,,,,975,48,748,2016-10-01
3094,,,,,,1702,30,639,2016-10-02
3095,,,,,,1266,24,14638,2016-10-03
3096,,,,,,1311,22,1095,2016-10-04
3097,,,,,,1190,11,654,2016-10-05
3098,,,,,,1252,25,690,2016-10-06
3099,,,,,,1115,27,586,2016-10-07
3100,,,,,,876,15,575,2016-10-08
3101,,,,,,991,13,758,2016-10-09
3102,,,,,,1116,19,659,2016-10-10
3103,,,,,,1070,28,629,2016-10-11
3104,,,,,,1161,33,1094,2016-10-12
3105,,,,,,1115,36,1134,2016-10-13
3106,,,,,,1083,34,572,2016-10-14
3107,,,,,,911,31,630,2016-10-15
3108,,,,,,1231,45,717,2016-10-16
3109,,,,,,1167,28,701,2016-10-17
3110,,,,,,1167,32,762,2016-10-18
3111,,,,,,1417,29,606,2016-10-19
3112,,,,,,1882,29,552,2016-10-20
3113,,,,,,1067,42,584,2016-10-21
3114,,,,,,958,30,537,2016-10-22
3115,,,,,,1160,27,545,2016-10-23
3116,,,,,,1335,27,609,2016-10-24
3117,,,,,,1282,20,609,2016-10-25
3118,,,,,,1231,26,713,2016-10-26
3119,,,,,,1255,19,724,2016-10-27
3120,,,,,,971,10,579,2016-10-28
3121,,,,,,917,33,540,2016-10-29
3122,,,,,,1076,46,595,2016-10-30
3123,,,,,,1128,20,609,2016-10-31
3124,,,,,,1154,32,652,2016-11-01
3125,,,,,,1387,38,783,2016-11-02
3126,,,,,,1142,19,900,2016-11-03
3127,,,,,,1053,28,905,2016-11-04
3128,,,,,,984,26,1172,2016-11-05
3129,,,,,,1210,24,1075,2016-11-06
3130,,,,,,1254,19,914,2016-11-07
3131,,,,,,1163,28,1343,2016-11-08
3132,,,,,,1005,17,1122,2016-11-09
3133,,,,,,1167,28,834,2016-11-10
3134,,,,,,1088,17,1161,2016-11-11
3135,,,,,,1206,35,1131,2016-11-12
3136,,,,,,1821,38,2242,2016-11-13
3137,,,,,,1605,37,1372,2016-11-14
3138,,,,,,1256,27,838,2016-11-15
3139,,,,,,1300,26,863,2016-11-16
3140,,,,,,1264,32,788,2016-11-17
3141,,,,,,1186,38,718,2016-11-18
3142,,,,,,1041,29,623,2016-11-19
3143,,,,,,1340,33,780,2016-11-20
3144,,,,,,1495,46,787,2016-11-21
3145,,,,,,1431,33,687,2016-11-22
3146,,,,,,1231,39,826,2016-11-23
3147,,,,,,1034,35,772,2016-11-24
3148,,,,,,1002,24,662,2016-11-25
3149,,,,,,998,38,549,2016-11-26
3150,,,,,,1024,37,714,2016-11-27
3151,,,,,,1330,24,730,2016-11-28
3152,,,,,,1392,31,733,2016-11-29
3153,,,,,,1358,36,766,2016-11-30
3154,,,,,,1340,25,860,2016-12-01
3155,,,,,,1240,37,740,2016-12-02
3156,,,,,,1050,30,562,2016-12-03
3157,,,,,,1234,22,1016,2016-12-04
3158,,,,,,1318,12,983,2016-12-05
3159,,,,,,1337,36,873,2016-12-06
3160,,,,,,1347,27,738,2016-12-07
3161,,,,,,1424,27,731,2016-12-08
3162,,,,,,1279,27,604,2016-12-09
3163,,,,,,1290,28,663,2016-12-10
3164,,,,,,1126,26,737,2016-12-11
3165,,,,,,1289,33,831,2016-12-12
3166,,,,,,1163,37,794,2016-12-13
3167,,,,,,1306,65,828,2016-12-14
3168,,,,,,1180,58,827,2016-12-15
3169,,,,,,999,49,601,2016-12-16
3170,,,,,,829,32,458,2016-12-17
3171,,,,,,986,26,584,2016-12-18
3172,,,,,,1394,34,716,2016-12-19
3173,,,,,,2028,52,1069,2016-12-20
3174,,,,,,1728,40,844,2016-12-21
3175,,,,,,1329,22,623,2016-12-22
3176,,,,,,1147,34,687,2016-12-23
3177,,,,,,1074,43,532,2016-12-24
3178,,,,,,752,14,467,2016-12-25
3179,,,,,,839,25,614,2016-12-26
3180,,,,,,1024,33,594,2016-12-27
3181,,,,,,1180,23,640,2016-12-28
3182,,,,,,1369,33,694,2016-12-29
3183,,,,,,1023,40,759,2016-12-30
3184,,,,,,1031,24,748,2016-12-31
3185,,,,,,1101,36,940,2017-01-01
3186,,,,,,1401,38,1041,2017-01-02
3187,,,,,,1290,35,1337,2017-01-03
3188,,,,,,1432,46,1839,2017-01-04
3189,,,,,,2018,86,6338,2017-01-05
3190,,,,,,2208,80,3083,2017-01-06
3191,,,,,,6245,85,5866,2017-01-07
3192,,,,,,1962,77,2545,2017-01-08
3193,,,,,,1966,48,4133,2017-01-09
3194,,,,,,1497,28,1609,2017-01-10
3195,,,,,,1372,22,1468,2017-01-11
3196,,,,,,1542,28,1154,2017-01-12
3197,,,,,,1165,25,1023,2017-01-13
3198,,,,,,972,27,783,2017-01-14
3199,,,,,,1135,26,941,2017-01-15
3200,,,,,,1507,33,1006,2017-01-16
3201,,,,,,1296,40,980,2017-01-17
3202,,,,,,1220,25,804,2017-01-18
3203,,,,,,1269,20,737,2017-01-19
3204,,,,,,1175,26,661,2017-01-20
3205,,,,,,1077,30,577,2017-01-21
3206,,,,,,1315,24,733,2017-01-22
3207,,,,,,1241,18,686,2017-01-23
3208,,,,,,1144,44,698,2017-01-24
3209,,,,,,1343,18,764,2017-01-25
3210,,,,,,1198,39,1830,2017-01-26
3211,,,,,,1131,29,726,2017-01-27
3212,,,,,,1280,17,597,2017-01-28
3213,,,,,,2103,30,777,2017-01-29
3214,,,,,,2609,63,892,2017-01-30
3215,,,,,,2694,87,767,2017-01-31
3216,,,,,,1698,45,716,2017-02-01
3217,,,,,,1449,37,590,2017-02-02
3218,,,,,,2090,45,802,2017-02-03
3219,,,,,,1507,67,721,2017-02-04
3220,,,,,,1614,49,590,2017-02-05
3221,,,,,,1684,27,613,2017-02-06
3222,,,,,,1766,39,639,2017-02-07
3223,,,,,,1791,22,579,2017-02-08
3224,,,,,,1647,39,567,2017-02-09
3225,,,,,,1581,33,610,2017-02-10
3226,,,,,,1206,40,477,2017-02-11
3227,,,,,,1199,28,563,2017-02-12
3228,,,,,,1111,24,533,2017-02-13
3229,,,,,,1421,28,538,2017-02-14
3230,,,,,,1270,39,480,2017-02-15
3231,,,,,,1276,34,555,2017-02-16
3232,,,,,,1068,37,549,2017-02-17
3233,,,,,,1089,48,497,2017-02-18
3234,,,,,,1148,33,2243,2017-02-19
3235,,,,,,1294,55,829,2017-02-20
3236,,,,,,1187,38,670,2017-02-21
3237,,,,,,1306,30,641,2017-02-22
3238,,,,,,1236,32,587,2017-02-23
3239,,,,,,1065,20,483,2017-02-24
3240,,,,,,961,35,508,2017-02-25
3241,,,,,,1293,33,611,2017-02-26
3242,,,,,,1188,24,533,2017-02-27
3243,,,,,,1223,27,591,2017-02-28
3244,,,,,,1182,40,610,2017-03-01
3245,,,,,,1184,32,623,2017-03-02
3246,,,,,,1192,40,472,2017-03-03
3247,,,,,,929,24,438,2017-03-04
3248,,,,,,1167,25,655,2017-03-05
3249,,,,,,1150,46,566,2017-03-06
3250,,,,,,1216,45,580,2017-03-07
3251,,,,,,1136,36,609,2017-03-08
3252,,,,,,1089,31,504,2017-03-09
3253,,,,,,1081,31,430,2017-03-10
3254,,,,,,896,32,472,2017-03-11
3255,,,,,,1122,43,728,2017-03-12
3256,,,,,,1252,20,634,2017-03-13
3257,,,,,,1271,35,563,2017-03-14
3258,,,,,,1397,27,677,2017-03-15
3259,,,,,,1299,30,617,2017-03-16
3260,,,,,,1070,20,507,2017-03-17
